Pfam	Header
PF03063	C0PXQ7|reviewed|Hydroxylamine reductase|taxID:476213
PF03063	C1FUX4|reviewed|Hydroxylamine reductase|taxID:536232
PF03063	C3L261|reviewed|Hydroxylamine reductase|taxID:515621
PF03063	C4LA04|reviewed|Hydroxylamine reductase|taxID:595494
PF03063	C4XL87|reviewed|Hydroxylamine reductase|taxID:573370
PF03063	C4ZY45|reviewed|Hydroxylamine reductase|taxID:595496
PF03063	C5BEA9|reviewed|Hydroxylamine reductase|taxID:634503
PF03063	C5CIJ2|reviewed|Hydroxylamine reductase|taxID:521045
PF03063	C6C030|reviewed|Hydroxylamine reductase|taxID:526222
PF03063	C6DF39|reviewed|Hydroxylamine reductase|taxID:561230
PF03063	O27502|reviewed|Hydroxylamine reductase|taxID:187420
PF03063	O27743|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha|taxID:187420
PF03063	O28429|reviewed|Carbon monoxide dehydrogenase|taxID:224325
PF03063	O29165|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:224325
PF03063	O30274|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 2|taxID:224325
PF03063	P26692|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha|taxID:2223
PF03063	P27989|reviewed|Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit beta|taxID:1525
PF03063	P31101|reviewed|Hydroxylamine reductase|taxID:882
PF03063	P31896|reviewed|Carbon monoxide dehydrogenase|taxID:1085
PF03063	P59934|reviewed|Carbon monoxide dehydrogenase 1|taxID:246194
PF03063	P75825|reviewed|Hydroxylamine reductase|taxID:83333
PF03063	P96095|reviewed|Hydroxylamine reductase|taxID:1232575
PF03063	Q01770|reviewed|Hydroxylamine reductase|taxID:525146
PF03063	Q07X28|reviewed|Hydroxylamine reductase|taxID:318167
PF03063	Q08368|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:2210
PF03063	Q0B880|reviewed|Hydroxylamine reductase|taxID:339670
PF03063	Q0HGB4|reviewed|Hydroxylamine reductase|taxID:60480
PF03063	Q0HSK7|reviewed|Hydroxylamine reductase|taxID:60481
PF03063	Q0T8K8|reviewed|Hydroxylamine reductase|taxID:373384
PF03063	Q0TJH6|reviewed|Hydroxylamine reductase|taxID:362663
PF03063	Q0W3X3|reviewed|Hydroxylamine reductase|taxID:351160
PF03063	Q12XL7|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha|taxID:259564
PF03063	Q1CAA5|reviewed|Hydroxylamine reductase|taxID:360102
PF03063	Q1CGD1|reviewed|Hydroxylamine reductase|taxID:377628
PF03063	Q1MPA7|reviewed|Hydroxylamine reductase|taxID:363253
PF03063	Q1RE52|reviewed|Hydroxylamine reductase|taxID:364106
PF03063	Q24S27|reviewed|Hydroxylamine reductase|taxID:138119
PF03063	Q2RM63|reviewed|Hydroxylamine reductase|taxID:264732
PF03063	Q2RQN9|reviewed|Hydroxylamine reductase|taxID:269796
PF03063	Q323M9|reviewed|Hydroxylamine reductase|taxID:300268
PF03063	Q32DZ1|reviewed|Hydroxylamine reductase|taxID:300267
PF03063	Q397X6|reviewed|Hydroxylamine reductase|taxID:482957
PF03063	Q39RS2|reviewed|Hydroxylamine reductase|taxID:269799
PF03063	Q3M890|reviewed|Hydroxylamine reductase|taxID:240292
PF03063	Q3Z3R0|reviewed|Hydroxylamine reductase|taxID:300269
PF03063	Q46G04|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:269797
PF03063	Q49161|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:192952
PF03063	Q49163|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 2|taxID:192952
PF03063	Q57617|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha|taxID:243232
PF03063	Q57R63|reviewed|Hydroxylamine reductase|taxID:321314
PF03063	Q58138|reviewed|Carbon monoxide dehydrogenase|taxID:243232
PF03063	Q58175|reviewed|Hydroxylamine reductase|taxID:243232
PF03063	Q5DZ63|reviewed|Hydroxylamine reductase|taxID:312309
PF03063	Q5LDB2|reviewed|Hydroxylamine reductase|taxID:272559
PF03063	Q5NRB3|reviewed|Hydroxylamine reductase|taxID:264203
PF03063	Q5PGK4|reviewed|Hydroxylamine reductase|taxID:295319
PF03063	Q64UD5|reviewed|Hydroxylamine reductase|taxID:295405
PF03063	Q65VW2|reviewed|Hydroxylamine reductase|taxID:221988
PF03063	Q66CL7|reviewed|Hydroxylamine reductase|taxID:273123
PF03063	Q6D3T2|reviewed|Hydroxylamine reductase|taxID:218491
PF03063	Q6LG35|reviewed|Hydroxylamine reductase|taxID:298386
PF03063	Q6WRT6|reviewed|Hydroxylamine reductase|taxID:1061
PF03063	Q74FD5|reviewed|Hydroxylamine reductase|taxID:243231
PF03063	Q7MLM1|reviewed|Hydroxylamine reductase|taxID:196600
PF03063	Q7MVY0|reviewed|Hydroxylamine reductase|taxID:242619
PF03063	Q83S05|reviewed|Hydroxylamine reductase|taxID:623
PF03063	Q87QG0|reviewed|Hydroxylamine reductase|taxID:223926
PF03063	Q898N5|reviewed|Hydroxylamine reductase|taxID:212717
PF03063	Q8A9X8|reviewed|Hydroxylamine reductase|taxID:226186
PF03063	Q8D8V3|reviewed|Hydroxylamine reductase|taxID:216895
PF03063	Q8EH67|reviewed|Hydroxylamine reductase|taxID:211586
PF03063	Q8FJE0|reviewed|Hydroxylamine reductase|taxID:199310
PF03063	Q8G969|reviewed|Hydroxylamine reductase|taxID:659
PF03063	Q8KBT4|reviewed|Hydroxylamine reductase|taxID:194439
PF03063	Q8PS69|reviewed|Hydroxylamine reductase|taxID:192952
PF03063	Q8PUN1|reviewed|Carbon monoxide dehydrogenase 2|taxID:192952
PF03063	Q8Q0L5|reviewed|Carbon monoxide dehydrogenase 1|taxID:192952
PF03063	Q8R6M9|reviewed|Hydroxylamine reductase|taxID:273068
PF03063	Q8RFL1|reviewed|Hydroxylamine reductase|taxID:190304
PF03063	Q8THW2|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 3|taxID:188937
PF03063	Q8TJC6|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 2|taxID:188937
PF03063	Q8TKW2|reviewed|Carbon monoxide dehydrogenase 1|taxID:188937
PF03063	Q8TR73|reviewed|Carbon monoxide dehydrogenase 2|taxID:188937
PF03063	Q8TRZ4|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:188937
PF03063	Q8TXF5|reviewed|Putative acetyl-CoA decarbonylase/synthase complex subunit alpha-like|taxID:190192
PF03063	Q8TXF7|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 1|taxID:190192
PF03063	Q8TXX3|reviewed|Carbon monoxide dehydrogenase|taxID:190192
PF03063	Q8X6L0|reviewed|Hydroxylamine reductase|taxID:83334
PF03063	Q8XHA1|reviewed|Hydroxylamine reductase|taxID:195102
PF03063	Q8Z829|reviewed|Hydroxylamine reductase|taxID:90370
PF03063	Q8ZGE1|reviewed|Hydroxylamine reductase|taxID:632
PF03063	Q8ZQE8|reviewed|Hydroxylamine reductase|taxID:99287
PF03063	Q97DP4|reviewed|Hydroxylamine reductase 2|taxID:272562
PF03063	Q97FI7|reviewed|Hydroxylamine reductase 1|taxID:272562
PF03063	Q9C4Z4|reviewed|Acetyl-CoA decarbonylase/synthase complex subunit alpha 2|taxID:2210
PF03063	Q9F8A8|reviewed|Carbon monoxide dehydrogenase 2|taxID:246194
PF03063	Q9X0Q4|reviewed|Hydroxylamine reductase|taxID:243274
PF05425	C0SP95|reviewed|Copper transport protein CutJ|taxID:224308
PF05425	P12377|reviewed|Copper resistance protein D|taxID:323
PF05425	P76278|reviewed|Inner membrane protein YebZ|taxID:83333
PF05425	Q47455|reviewed|Copper resistance protein D|taxID:562
PF05425	Q9KWM8|reviewed|Copper resistance protein D|taxID:103796
PF05721	A0A097ZPD5|reviewed|Dioxygenase andA|taxID:1549217
PF05721	A0A097ZPD9|reviewed|Dioxygenase andF|taxID:1549217
PF05721	A0A0A2JYK3|reviewed|Dioxygenase cnsJ|taxID:27334
PF05721	A0A0F7TZD6|reviewed|Multifunctional dioxygenase ausE|taxID:104259
PF05721	A0A0U5GFR4|reviewed|Iron/alpha-ketoglutarate-dependent dioxygenase ausO|taxID:454130
PF05721	A0A0U5GHG9|reviewed|Multifunctional dioxygenase ausE|taxID:454130
PF05721	A0A0U5GJ41|reviewed|Iron/alpha-ketoglutarate-dependent dioxygenase ausU|taxID:454130
PF05721	A0A1B2CTC6|reviewed|Iron/alpha-ketoglutarate-dependent dioxygenase penM|taxID:293382
PF05721	A0A1E1FFL0|reviewed|Multifunctional dioxygenase prhA|taxID:104259
PF05721	A0A1L9WUX8|reviewed|Dioxygenase aneA|taxID:690307
PF05721	A0A1U8QGE6|reviewed|Iron/alpha-ketoglutarate-dependent dioxygenase ausU|taxID:227321
PF05721	A0A2I1BSW6|reviewed|Fumigatonoid B endoperoxide isomerase nvfE|taxID:1392255
PF05721	A0A2I1BSZ6|reviewed|Fe(II)/2-oxoglutarate-dependent dioxygenase nvfF|taxID:1392255
PF05721	A0A2Z5TIR0|reviewed|Dioxygenase himG|taxID:34381
PF05721	A0A2Z5U507|reviewed|Iron/alpha-ketoglutarate-dependent dioxygenase okaE|taxID:69780
PF05721	A0A3G9GR23|reviewed|Dioxygenase cdmD|taxID:198730
PF05721	A0A3G9H185|reviewed|Dioxygenase cdmA|taxID:198730
PF05721	A0A3G9HRC8|reviewed|Dioxygenase ALT11|taxID:5599
PF05721	A0A516F401|reviewed|Dioxygenase peniD|taxID:5078
PF05721	A0A516F413|reviewed|Dioxygenase peniF|taxID:5078
PF05721	A0A7T8F1J7|reviewed|Dioxygenase FrzG|taxID:2040732
PF05721	A1DA64|reviewed|Verruculogen synthase|taxID:331117
PF05721	A2TBT9|reviewed|Dioxygenase easH|taxID:73839
PF05721	A4VFY4|reviewed|Ectoine dioxygenase|taxID:379731
PF05721	B0XZV5|reviewed|Dioxygenase sphC|taxID:451804
PF05721	B9WZX5|reviewed|Verruculogen synthase|taxID:746128
PF05721	D0E8I4|reviewed|2-aminoethylphosphonate dioxygenase|taxID:663362
PF05721	D4AU26|reviewed|Dioxygenase swnH1|taxID:663331
PF05721	D4AU30|reviewed|Dioxygenase swnH2|taxID:663331
PF05721	E1VA04|reviewed|Ectoine dioxygenase|taxID:768066
PF05721	E3VWI4|reviewed|1-deoxypentalenic acid 11-beta-hydroxylase|taxID:29301
PF05721	E3VWK0|reviewed|1-deoxypentalenic acid 11-beta-hydroxylase|taxID:1905
PF05721	E9F8L9|reviewed|Dioxygenase swnH1|taxID:655844
PF05721	E9F8M4|reviewed|Dioxygenase swnH2|taxID:655844
PF05721	G8GV69|reviewed|Dioxygenase easH|taxID:1111077
PF05721	O14832|reviewed|Phytanoyl-CoA dioxygenase, peroxisomal|taxID:9606
PF05721	O18778|reviewed|Phytanoyl-CoA dioxygenase, peroxisomal|taxID:9913
PF05721	O35386|reviewed|Phytanoyl-CoA dioxygenase, peroxisomal|taxID:10090
PF05721	O62515|reviewed|Probable phytanoyl-CoA dioxygenase|taxID:6239
PF05721	O69060|reviewed|Probable alpha-ketoglutarate-dependent hypophosphite dioxygenase|taxID:316
PF05721	P0C660|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog|taxID:6238
PF05721	P0DPA0|reviewed|Putative phytanoyl-CoA dioxygenase|taxID:44689
PF05721	P0DUL2|reviewed|Dioxygenase hkm4|taxID:1873369
PF05721	P0DX11|reviewed|Methylphosphonate hydroxylase|taxID:344747
PF05721	P47181|reviewed|Uncharacterized protein YJR154W|taxID:559292
PF05721	P57093|reviewed|Phytanoyl-CoA dioxygenase, peroxisomal|taxID:10116
PF05721	P67771|reviewed|Uncharacterized protein Mb1539|taxID:233413
PF05721	P67773|reviewed|Uncharacterized protein Mb3657|taxID:233413
PF05721	P9WEL6|reviewed|Ava biosynthesis cluster protein O|taxID:46472
PF05721	P9WEP3|reviewed|Dioxygenase olcK|taxID:5083
PF05721	P9WI88|reviewed|Uncharacterized protein MT3735|taxID:83331
PF05721	P9WI89|reviewed|Uncharacterized protein Rv3633|taxID:83332
PF05721	P9WI90|reviewed|Uncharacterized protein MT1550|taxID:83331
PF05721	P9WI91|reviewed|Uncharacterized protein Rv1501|taxID:83332
PF05721	Q0C8A0|reviewed|Dioxygenase trt7|taxID:341663
PF05721	Q0IIB1|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1|taxID:9913
PF05721	Q10E49|reviewed|Phytanoyl-CoA dioxygenase 1|taxID:39947
PF05721	Q1GNW5|reviewed|Ectoine dioxygenase|taxID:317655
PF05721	Q2TDY4|reviewed|Ectoine dioxygenase|taxID:61016
PF05721	Q4WAW9|reviewed|Verruculogen synthase|taxID:330879
PF05721	Q4WAZ3|reviewed|Dioxygenase af480|taxID:330879
PF05721	Q54XH6|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog|taxID:44689
PF05721	Q5AR34|reviewed|Multifunctional dioxygenase ausE|taxID:227321
PF05721	Q5AR53|reviewed|Iron/alpha-ketoglutarate-dependent dioxygenase asqJ|taxID:227321
PF05721	Q5BJP9|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1|taxID:10116
PF05721	Q5MNH2|reviewed|Dioxygenase lolE2|taxID:5050
PF05721	Q5MNH9|reviewed|Dioxygenase lolE1|taxID:5050
PF05721	Q5SRE7|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1|taxID:9606
PF05721	Q5U3U0|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1|taxID:7955
PF05721	Q5YW75|reviewed|Ectoine dioxygenase|taxID:247156
PF05721	Q65WW7|reviewed|Phytanoyl-CoA dioxygenase 2|taxID:39947
PF05721	Q6L732|reviewed|Kanamycin B dioxygenase|taxID:1967
PF05721	Q6QUY7|reviewed|Ectoine dioxygenase|taxID:1892
PF05721	Q7W977|reviewed|Ectoine dioxygenase|taxID:257311
PF05721	Q7WHJ0|reviewed|Ectoine dioxygenase|taxID:257310
PF05721	Q829L6|reviewed|Ectoine dioxygenase|taxID:227882
PF05721	Q82IZ1|reviewed|1-deoxypentalenic acid 11-beta-hydroxylase|taxID:227882
PF05721	Q93RV9|reviewed|Ectoine dioxygenase|taxID:100226
PF05721	Q9DB26|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1|taxID:10090
PF05721	Q9NAM7|reviewed|Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog|taxID:6239
PF05721	Q9RBY6|reviewed|L-threonyl-[L-threonyl-carrier protein] 4-chlorinase|taxID:321
PF05721	Q9ZVF6|reviewed|Phytanoyl-CoA dioxygenase|taxID:3702
PF05721	R9UTQ8|reviewed|L-proline trans-4-hydroxylase|taxID:45398
PF05721	W7LKX6|reviewed|Dioxygenase FUM3|taxID:334819
PF08530	A2RCP2|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:160491
PF08530	A2RNK1|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:416870
PF08530	A3CKT0|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:388919
PF08530	A8AUU3|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:467705
PF08530	A8YVY9|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:405566
PF08530	B1IB64|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:487214
PF08530	B2IP51|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:516950
PF08530	B3WEZ5|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:543734
PF08530	B4U108|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:552526
PF08530	B5E3Z6|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:512566
PF08530	B5XI61|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:471876
PF08530	B8ZNT8|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:561276
PF08530	B9DVM1|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:218495
PF08530	C0MAI3|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:553482
PF08530	C0MEP5|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:553483
PF08530	C1C6M6|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:488221
PF08530	C1CDP2|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:488222
PF08530	C1CJY2|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:488223
PF08530	C1CRZ9|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:487213
PF08530	P0A5F6|reviewed|Putative serine esterase Mb1866c|taxID:233413
PF08530	P0DD36|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:198466
PF08530	P0DD37|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:193567
PF08530	P22346|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:1359
PF08530	P40334|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:29397
PF08530	P59825|reviewed|Putative Xaa-Pro dipeptidyl-peptidase|taxID:243090
PF08530	P9WIQ8|reviewed|Putative serine esterase MT1883|taxID:83331
PF08530	P9WIQ9|reviewed|Putative serine esterase Rv1835c|taxID:83332
PF08530	Q02W78|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:272622
PF08530	Q038E8|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:321967
PF08530	Q03H46|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:278197
PF08530	Q03J44|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:322159
PF08530	Q03PM5|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:387344
PF08530	Q049K4|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:321956
PF08530	Q04L26|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:373153
PF08530	Q1G9E8|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:390333
PF08530	Q1J501|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:370554
PF08530	Q1JA07|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:370553
PF08530	Q1JF50|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:370552
PF08530	Q1JK54|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:370551
PF08530	Q1WRZ1|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:362948
PF08530	Q3JZF9|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:205921
PF08530	Q48RI5|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:319701
PF08530	Q59485|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:1587
PF08530	Q5LYA9|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:299768
PF08530	Q5M2X3|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:264199
PF08530	Q5XA40|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:286636
PF08530	Q81CB2|reviewed|Putative Xaa-Pro dipeptidyl-peptidase|taxID:226900
PF08530	Q81PE9|reviewed|Putative Xaa-Pro dipeptidyl-peptidase|taxID:1392
PF08530	Q82MI6|reviewed|Putative Xaa-Pro dipeptidyl-peptidase|taxID:227882
PF08530	Q88YC0|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:220668
PF08530	Q8DQ87|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:171101
PF08530	Q8DVS2|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:210007
PF08530	Q8DXW0|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:208435
PF08530	Q8E3H8|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:211110
PF08530	Q8GMC0|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:1308
PF08530	Q8L376|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:59310
PF08530	Q8NZH6|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:186103
PF08530	Q93M42|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:1302
PF08530	Q97RC8|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:170187
PF08530	Q99Y58|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:301447
PF08530	Q9CE01|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:272623
PF08530	Q9L9D7|reviewed|Cocaine esterase|taxID:104109
PF08530	Q9RDW6|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:47715
PF08530	Q9Z5K9|reviewed|Xaa-Pro dipeptidyl-peptidase|taxID:1585
PF10371	P03833|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:573
PF10371	P19543|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:549
PF10371	P52647|reviewed|Probable pyruvate-flavodoxin oxidoreductase|taxID:83333
PF10371	P52965|reviewed|Putative pyruvate-flavodoxin oxidoreductase|taxID:1111708
PF10371	P94692|reviewed|Pyruvate:ferredoxin oxidoreductase|taxID:873
PF10371	Q06879|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:103690
PF10371	Q2RMD6|reviewed|Pyruvate:ferredoxin oxidoreductase|taxID:264732
PF10371	Q3M8N0|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:240292
PF10371	Q53046|reviewed|Pyruvate-flavodoxin oxidoreductase|taxID:269796
PF10371	Q94IN5|reviewed|Pyruvate dehydrogenase [NADP(+)], mitochondrial|taxID:3039
PF10371	Q968X7|reviewed|Pyruvate dehydrogenase [NADP(+)]|taxID:5807
PF13597	P07071|reviewed|Anaerobic ribonucleoside-triphosphate reductase|taxID:10665
PF13597	P28903|reviewed|Anaerobic ribonucleoside-triphosphate reductase|taxID:83333
PF13597	P43752|reviewed|Anaerobic ribonucleoside-triphosphate reductase|taxID:71421
PF13597	Q58242|reviewed|Uncharacterized protein MJ0832|taxID:243232
PF13597	Q9L646|reviewed|Anaerobic ribonucleoside-triphosphate reductase|taxID:99287
PF16870	A0PVU7|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:362242
PF16870	A0R2B1|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:246196
PF16870	A1KI36|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:410289
PF16870	A1TDK2|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:350058
PF16870	A1UK81|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:189918
PF16870	A2ATU0|reviewed|2-oxoadipate dehydrogenase complex component E1|taxID:10090
PF16870	A3Q3N5|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:164757
PF16870	A5ISU5|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:359786
PF16870	A5U1U6|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:419947
PF16870	A5VSQ0|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:444178
PF16870	A6QGW6|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:426430
PF16870	A6U1N4|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:359787
PF16870	A6WXF0|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:439375
PF16870	A7GMD4|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:315749
PF16870	A7X295|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:418127
PF16870	A7Z5J9|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:326423
PF16870	A8FE66|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:315750
PF16870	A8Z3Z0|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:451516
PF16870	A9M8Q9|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:483179
PF16870	A9VJX9|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:315730
PF16870	B0CIS7|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:470137
PF16870	B2S877|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:430066
PF16870	B7HH19|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:405532
PF16870	B7I0H2|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:405534
PF16870	B7IM94|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:405531
PF16870	B7JEU9|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:405535
PF16870	B9IU58|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:361100
PF16870	C0RFG8|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:546272
PF16870	C1ELG5|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:572264
PF16870	C3LAU3|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:568206
PF16870	C3P487|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:592021
PF16870	C4L3W2|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:360911
PF16870	C5D802|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:471223
PF16870	D3ZQD3|reviewed|2-oxoglutarate dehydrogenase-like, mitochondrial|taxID:10116
PF16870	O61199|reviewed|2-oxoglutarate dehydrogenase, mitochondrial|taxID:6239
PF16870	O74378|reviewed|2-oxoglutarate dehydrogenase, mitochondrial|taxID:284812
PF16870	P0AFG3|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:83333
PF16870	P0AFG4|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:199310
PF16870	P0AFG5|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:83334
PF16870	P0C601|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:1280
PF16870	P20707|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:354
PF16870	P20967|reviewed|2-oxoglutarate dehydrogenase, mitochondrial|taxID:559292
PF16870	P23129|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:224308
PF16870	P45303|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:71421
PF16870	P51056|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:227377
PF16870	P57388|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:107806
PF16870	P9WIS4|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:83331
PF16870	P9WIS5|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:83332
PF16870	Q02218|reviewed|2-oxoglutarate dehydrogenase complex component E1|taxID:9606
PF16870	Q148N0|reviewed|2-oxoglutarate dehydrogenase complex component E1|taxID:9913
PF16870	Q1B4V6|reviewed|Multifunctional 2-oxoglutarate metabolism enzyme|taxID:164756
PF16870	Q1RHI4|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:336407
PF16870	Q23629|reviewed|Probable 2-oxoadipate dehydrogenase complex component E1 homolog|taxID:6239
PF16870	Q2FH25|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:367830
PF16870	Q2FYM1|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:93061
PF16870	Q2YLS2|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:359391
PF16870	Q2YY05|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:273036
PF16870	Q49XM5|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:342451
PF16870	Q4KLP0|reviewed|2-oxoadipate dehydrogenase complex component E1|taxID:10116
PF16870	Q4L6C4|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:279808
PF16870	Q4UKI8|reviewed|2-oxoglutarate dehydrogenase E1 component|taxID:315456
PF16870	Q54JE4|reviewed|2-oxoglutarate dehydrogenase, mitochondrial|taxID:44689
PF16870	Q54VG0|reviewed|Probable 2-oxoadipate dehydrogenase complex component E1 homolog|taxID:44689
